UniqueID	data_index	current_id	highlight_start	highlight_end	to_do_summary
164763304	13232	063-016697-EM	40	55	$1609$ UNK $1266$ $165$ $419$ $41854$ $87$ $223$ $122$ $1537$ $46$
164763304	13232	063-016697-EM	40	55	$1609$ $1266$ $165$ $642$ $2129$ $642$ $56$ $41854$ $87$ $9692$ $3607$ $1175$ $122$ $670$ $223$ $518$ $122$ $1537$ $46$
164763305	13217	063-016591-EM	15	22	$23323$ $568$ $16$ $426$ $57$ $16$ $2041$ $56$ $6367$ $2127$ $16$ $2971$ $17297$ $46$
164763305	13217	063-016591-EM	15	22	$23323$ $568$ $16$ $426$ $184$ $11388$ $233$ $2125$ $2143$ $3129$ $46$
164763306	13892	068-002375-EM	12	36	$222$ $394$ $16$ $4205$ $1233$ $132$ $123$ $87$ $2760$
164763306	13892	068-002375-EM	12	36	$3791$ $481$ $184$ $2327$ $307$ $122$ $58$ $163$ $3543$ $165$ $530$ $2041$ $364$ $123$ $46$
164763307	14112	068-006554-EM	15	23	$750$
164763307	14112	068-006554-EM	15	23	$26135$
164763308	12225	063-002274-EM	89	102	$163$ $19$ $165$ $530$ $56$ $866$ $6310$ $262$ $56$ $3129$ $44$ $1057$ $4516$ $10791$ $262$ $9562$ $4363$ $684$ $122$ $382$ $521$ $3946$ UNK $1055$ $262$ $86$
164763308	12225	063-002274-EM	89	102	$1609$ $18$ $165$ $530$ $1688$ $262$ $2640$ $14193$ $2127$ $46$
164763309	12970	063-013827-EM	40	61	$14411$ $84$ $314$ $1136$ $56$ $3439$ $247$ $5336$ $637$ $2077$
164763309	12970	063-013827-EM	40	61	$2254$ $518$ $84$ $313$ $232$ $56$ $781$ $122$ $2442$ $16$ $91$ $427$ $5336$ $87$ $4103$ $232$ $56$ $3294$ $46$
164763310	12710	063-011020-EM	162	184	$222$ $19$ $262$ $5092$ $530$ $56$ $1406$ $1136$ $56$ $1188$ $1982$
164763310	12710	063-011020-EM	162	184	$3791$ $18$ $16$ $285$ $530$ $2250$ $84$ $3112$ $912$ $1210$ $122$ $2841$ $3784$ $232$ $1259$ $122$ $4878$ $92$ $1406$ $46$
164763311	13267	063-017071-EM	114	136	$5471$ $9288$ $56$ $5773$ $3111$ $84$ $901$ $56$ $3168$ $3113$ $46$
164763311	13267	063-017071-EM	114	136	$1225$ $56$ $5773$ $2217$ $16$ $9289$ $84$ $56$ $2293$ $1136$ $15155$ $1577$ $16$ $56$ $433$ $4946$
164763312	13895	068-002401-EM	37	56	$1693$ $30$ $61$ $530$ $463$ $4715$ $262$ $599$ $122$ $2442$ $16$ $140$ $56$ $599$ $1515$ $46$
164763312	13895	068-002401-EM	37	56	$59$ $31$ $61$ $530$ $56$ $463$ $4715$ $5169$ $16$ $7831$ $834$
164763313	12664	063-010590-EM	81	113	$4527$ $56$ $1242$ $262$ $56$ $2182$ $3255$
164763313	12664	063-010590-EM	81	113	$4527$ $56$ $1241$ $17$ $306$ $37065$ $82$ $222$ $16$ $251$ $642$ $1367$ $150$ $233$ $86$ $122$ $390$ $84$ $18$ $233$ $6498$ $746$ $118$ $18072$ $3217$ $46$
164763314	13266	063-017051-EM	56	76	$1365$ $56$ $160$ $44$ $1057$ $122$ $677$ $1669$ $3896$ $16$ $487$ $56$ $3111$ $1055$ $802$ $16$ $9188$ $5417$
164763314	13266	063-017051-EM	56	76	$10255$ $16$ $610$ $89$ $721$ $16$ $487$ $56$ $3111$ $1055$ $802$ $16$ $56$ $5417$ $46$
164763315	13341	063-018011-EM	134	143	$1225$ $56$ $1784$ $16$ $4663$ $1136$ $56$ $3111$ $247$ $4684$ $65298$ $87$ $13830$ $16$ $6324$ UNK
164763315	13341	063-018011-EM	134	143	$5471$ $796$ $1784$ $233$ $433$ $46$
164763316	12023	062-064084-EM	23	42	$3551$ $56$ $9674$ $253$ $56$ $1210$
164763316	12023	062-064084-EM	23	42	$3551$ $56$ $9674$ $262$ $4036$ $16$ $56$ $1210$ $46$
164763317	12966	063-013791-EM	38	51	$2841$ $56$ $150$ $530$ $56$ $624$ $335$ $472$
164763317	12966	063-013791-EM	38	51	$3655$ $139$ $247$ $56$ $133$ $327$ $2821$ $132$ $94$ $54$ $1486$ $84$ $624$ $335$ $472$ $46$
164763318	13175	063-016339-EM	53	70	$2813$ $56$ $1776$ $262$ $56$ $1187$ $2677$ $3178$ $16$ $135$ $2155$ $84$ $56$ $2693$ $122$ $95$ $1225$ $56$ $330$ $16$ $26661$
164763318	13175	063-016339-EM	53	70	$2813$ $56$ $1187$ $7$ $2676$ $7$ $3178$ $1807$ $507$ $122$ $1225$ $246$ $118$ $1038$ $46$
164763319	12979	063-013913-EM	12	20	$3869$ $56$ $3149$ $1406$ $84$ $314$ $38718$ $16$ $9906$
164763319	12979	063-013913-EM	12	20	$3869$ $1406$ $247$ $3149$ $866$ $122$ $4384$ $84$ $313$ $46$
164763320	13781	068-000493-EM	47	53	$750$
164763320	13781	068-000493-EM	47	53	$26135$ $46$
164763321	12104	062-064616-EM	88	104	$1225$ $246$ $56$ $1736$ $1055$ $247$ $56$ $5159$ $1244$ $262$ $1263$
164763321	12104	062-064616-EM	88	104	$5471$ $246$ $56$ $1736$ $1055$ $247$ $56$ $5158$ $1244$ $262$ $1263$ $327$ $507$ $46$
164763322	12451	063-008326-EM	281	293	$5471$ $56$ $14334$ $262$ $18801$ $51871$ $2129$ $268$ $51$ $421$ $107$ $607$ $46$
164763322	12451	063-008326-EM	281	293	$5471$ $56$ $14334$ $2129$ $46$
164763323	13374	063-018313-EM	12	25	$505$ $56$ $136$ $87$ $523$ $1800$ $17$ $140$ $56$ $57$ $1034$ $262$ $1198$ $4321$ $46$
164763323	13374	063-018313-EM	12	25	$1329$ $56$ $57$ $262$ $82$ $617$ $1406$ $46$
164763324	12075	062-064365-EM	32	63	$79165$ $82$ $599$ $16$ $1262$ $232$ $240$ $56$ $631$ $612$ $262$ $5094$ $1514$ UNK $238$ $1794$ $159$ $1676$ $245$ $46$
164763324	12075	062-064365-EM	32	63	$750$
164763325	13203	063-016493-EM	23	39	$1822$ $56$ $57$ $530$ $56$ $140$ $506$ $3945$ $3889$ $262$ $56$ $736$ $2349$
164763325	13203	063-016493-EM	23	39	$23323$ $56$ $57$ $530$ $56$ $1329$ $13424$ $3945$ $3889$ $262$ $56$ $736$ $2349$ $46$
164763326	13761	068-000245-EM	9	19	$4319$ $84$ $56$ $486$ $124214$ $247$ $364$ $1428$ $46$
164763326	13761	068-000245-EM	9	19	$2143$ $84$ $486$ $2128$
164763327	13089	063-015574-EM	22	33	$163$ $350$ $165$ $89$ $1224$ $51$ $167$ $525$ $232$ $613$
164763327	13089	063-015574-EM	22	33	$1609$ $349$ $165$ $530$ $167$ $525$ $232$ $56$ $613$ $46$
164763328	14147	068-007102-EM	152	168	UNK $1038$ $50192$ $84$ $56$ $3128$ $5197$ $122$ $118$ $9264$ $247$ $56$ $124217$ $46$
164763328	14147	068-007102-EM	152	168	$2412$ $50192$ $84$ $56$ UNK $170$ $1981$ $5197$ $247$ $5336$ $122$ $118$ $9264$ $247$ $56$ $124217$ $46$
164763329	11993	062-063877-EM	105	117	$3655$ $9199$ $1136$ $2877$ $247$ $5487$ $247$ $1005$ $926$ $14201$ $46$
164763329	11993	062-063877-EM	105	117	$3655$ $9199$ $530$ $1005$ $14201$ UNK $3741$ $18720$ $642$ $2129$ $642$ $56$ $4091$ $51$ $1506$ $46$
164763330	13546	063-020923-EM	6	15	$6035$ $1409$ $16$ $487$ $56$ $12480$ $262$ $56$ $3476$ $612$ $16$ $9216$ $56$ $5171$ $46$
164763330	13546	063-020923-EM	6	15	$6035$ $1409$ $5107$ $1952$ $16$ $12480$ $16$ $488$ $262$ $56$ $3476$ $612$ $46$
164763331	12854	063-012587-EM	161	171	$3655$ $18$ $1136$ $1139$ $1406$ $262$ $3703$ $46$
164763331	12854	063-012587-EM	161	171	$3655$ $18$ $530$ $3702$ $642$ $2129$ $642$ $390$ $233$ $86$ $2689$ $46$
164763332	14006	068-004335-EM	14	43	$10255$ $2576$ $665$ $3878$ $262$ $242$ $5945$ $16$ $368$ $3524$ $3900$ $46$ $781$ $262$ $86852$ $362$ $46$
164763332	14006	068-004335-EM	14	43	$1365$ $2577$ $665$ $3878$ $262$ $242$ $5945$
164763333	12039	062-064210-EM	21	60	$2841$ $150$ $16$ $57$ $1514$ $3755$ $262$ $1263$ $460$ $404$
164763333	12039	062-064210-EM	21	60	$3655$ $56$ $1863$ $262$ $1335$ $247$ $56$ $5294$ $460$ $403$ $247$ $2643$ $607$ $46$
164763334	12353	063-007289-EM	19	38	$3791$ UNK $165$ $530$ $486$ $3111$ $233$ $136$ $46$
164763334	12353	063-007289-EM	19	38	$222$ $16$ $19$ $1136$ $5357$ $233$ $486$ $2217$
164763335	13646	063-022117-EM	72	83	$894$ $2373$ $247$ $56$ $2156$ $262$ $56$ $366$
164763335	13646	063-022117-EM	72	83	$2372$ $2373$ $247$ $56$ $2156$ $262$ $56$ $366$ $247$ $478$ $233$ $119580$ $46$
164763336	13195	063-016443-EM	48	75	$3655$ $56$ $150$ $233$ $181$ $707$ $5094$ $2273$ $1335$ $1244$ $232$ $520$ $607$ $665$ $971$ $46$
164763336	13195	063-016443-EM	48	75	$2841$ $56$ $150$ $1136$ $57$ $1183$ $1244$ $262$ UNK $170$ $17$ $7728$ $17$ $122$ $3166$ $132$ $794$ $54$ $10757$ $232$ $3760$ UNK $1244$ $518$ $327$ $16$ $327$ $374$ $46$
164763337	12772	063-011723-EM	47	56	$59$ $19$ $61$ $530$ $56$ $866$ $247$ $7523$
164763337	12772	063-011723-EM	47	56	$1693$ $2239$ $61$ $233$ $486$ $8838$ $247$ $302$ $46$
164763338	12087	062-064472-EM	21	38	$90$ $84$ $1267$ $530$ $599$ $665$ $311$ $522$ $46$
164763338	12087	062-064472-EM	21	38	$3726$ $16$ $1266$ $530$ $31186$ $1186$ $46$
164763339	12407	063-008070-EM	110	124	$163$ $9200$ $165$ $642$ $251$ $690$ $150$ $233$ $466$ $8578$ $8583$ $519$
164763339	12407	063-008070-EM	110	124	$1609$ $9199$ $165$ $530$ $1289$ $8577$ $8583$ $519$ $46$
164763340	12480	063-008727-EM	59	67	$231$ $246$ $56$ $3912$ $122$ $1662$ $1136$ $124256$
164763340	12480	063-008727-EM	59	67	$27638$ $246$ $112687$ $46$ $122$ $1662$ $233$ $362$ $46$
164763341	12510	063-009131-EM	96	107	$593$ $82$ $594$ $233$ $56$ $736$ $160$ $1952$ $262$ $1139$ $247$ $2677$ $1136$ $56$ $121286$ $46$
164763341	12510	063-009131-EM	96	107	$5503$ $253$ $1952$ $16$ $10830$ $253$ $2028$ $122$ $251$ $223$ $16$ $1941$ $46$
164763342	13057	063-015007-EM	82	95	$2841$ $56$ $3113$ $253$ $6323$ $1136$ $56$ $2121$ $2124$ $463$ $433$
164763342	13057	063-015007-EM	82	95	$3655$ $56$ $3113$ $253$ $6322$ $122$ $63085$ $56$ $2694$ $1686$ $262$ $1031$ $46$
164763343	12050	062-064260-EM	62	74	$305$ $56$ $2841$ $16$ $11007$ $1136$ $3886$ $814$ $433$ $132$ $257$ $52$ $3336$
164763343	12050	062-064260-EM	62	74	$1774$ $4899$ $518$ $1415$ $87$ $2047$ $17$ $305$ $11006$ $118$ $2841$ $233$ $12170$ $56$ $14694$ $433$ $46$
164763344	12256	063-003175-EM	10	19	$1225$ $56$ $4873$ $16$ $19$ $1136$ $330$ $132$ $1753$ $46$
164763344	12256	063-003175-EM	10	19	$5471$ $18$ $82$ $1210$ $247$ $2251$ $606$ $6176$ $4873$ $811$ $507$ $46$
164763345	14075	068-005966-EM	12	21	$26135$ $46$
164763345	14075	068-005966-EM	12	21	$26135$
164763346	13245	063-016812-EM	14	42	$1609$ $2116$ $165$ $530$ $56$ $1187$ $5331$ $971$ $5335$
164763346	13245	063-016812-EM	14	42	$1609$ $2115$ $165$ $530$ $1952$ $233$ $14164$ $22016$ $15768$ $46$
164763347	13736	065-001828-EM	171	200	$27638$ $246$ $13479$ $2681$ $122$ $3851$ $56$ $5335$ $46$
164763347	13736	065-001828-EM	171	200	$231$ $56$ $13479$ $2681$ $132$ $5262$ $460$ $2497$
164763348	12634	063-010361-EM	10	19	$43133$ $3217$ $122$ $865$ $1183$ $150$ $233$ $56$ $1210$ $247$ $3930$ $5486$ $247$ $56$ $976$ $232$ $15442$ $46$
164763348	12634	063-010361-EM	10	19	$1729$ $56$ $150$ $262$ $15443$ $5371$ $16$ $117$ $387$ $122$ $866$ $1183$ $150$
164763349	13025	063-014339-EM	70	86	$1263$ $56$ $433$ $787$ $262$ $56$ $11135$ $2349$
164763349	13025	063-014339-EM	70	86	$12060$ $3336$ $56$ $684$ $233$ $12212$ $2349$ $233$ $403$ $122$ $496$ $86$ $1515$ $233$ $631$ $46$
164763350	11845	062-062120-EM	87	97	$151$ $599$ $304$ $262$ $1724$ $10234$ $262$ $14882$
164763350	11845	062-062120-EM	87	97	$1609$ $165$ $58$ $151$ $304$ $530$ $152$ $16$ $901$ $13373$ $665$ $892$ $1724$ $13271$ $46$
164763351	12624	063-010273-EM	227	248	$750$
164763351	12624	063-010273-EM	227	248	$7156$ $16$ $4223$ $16$ $18$ $118$ $371$ $247$ $33423$ $8585$ $1757$ $16$ $741$ $1434$ $5352$ $1412$ $216$ $3935$ $46$
164763352	12732	063-011316-EM	33	52	$3726$ $84$ $171$ $1221$ $16$ $165$ $530$ $254$ $1194$ $233$ $972$ $13624$ $18920$ $46$
164763352	12732	063-011316-EM	33	52	$90$ $16$ $171$ $1221$ $16$ $610$ $530$ $972$ $13624$ $40682$ $3607$ $56$ UNK
164763353	13228	063-016667-EM	16	46	$1225$ $787$ $16$ $2456$ $122$ $163$ $225$ $165$ $690$ $1372$ $3103$ $89$ $1420$
164763353	13228	063-016667-EM	16	46	$5471$ $796$ $216$ $13438$ $216$ $2039$ $84$ $56$ $3809$ $3784$ $787$ $367$ $690$ $1372$ $735$ $5$ $224$ $46$
164763354	12111	062-064638-EM	27	39	$750$
164763354	12111	062-064638-EM	27	39	$1881$ $518$ $82$ $612$ $84$ $350$ $307$ $16$ $18528$
164763355	13247	063-016816-EM	13	29	$7156$ $16$ $12057$ $4946$ $233$ $56$ $5336$ $2143$ $1982$ $1210$ $132$ $300$ $54$ $1866$ $16$ $390$ $246$ $167$ $3629$
164763355	13247	063-016816-EM	13	29	$750$
164763356	13702	065-000874-EM	496	526	$18270$ $56$ $423$ $16$ UNK $1136$ UNK $56$ $102998$ $6521$ $2255$ $15078$ $20909$ $1662$ UNK
164763356	13702	065-000874-EM	496	526	$6560$ $16$ $584$ $84$ $3863$ $247$ $12076$
164763357	13282	063-017305-EM	26	46	$619$ $518$ $2217$ $433$ $230$ $520$ $2349$ $1183$ $612$
164763357	13282	063-017305-EM	26	46	$619$ $3111$ $230$ $2349$ $1183$ $612$
164763358	12920	063-013451-EM	76	85	$59$ $19$ $3541$ $1136$ UNK $1591$ $247$ $15273$ $56$ $7145$ $3859$
164763358	12920	063-013451-EM	76	85	$1693$ $18$ $3541$ $233$ $1591$ $247$ $6057$ $247$ $2120$ $143$ $525$ $46$
164763359	14049	068-005366-EM	20	30	$750$
164763359	14049	068-005366-EM	20	30	$73234$ $143$ $144$ $327$ $2044$ $247$ $365$ $232$ $16$ UNK $46$
164763360	13013	063-014265-EM	28	44	$1225$ $56$ $14193$ $433$ $262$ $19$ $665$ $1263$ $122$ $736$ $160$ $1139$ $46$
164763360	13013	063-014265-EM	28	44	$1225$ $56$ $14193$ $433$ $262$ $18$ $665$ $1263$ $122$ $736$ $160$ $1139$ $46$
164763361	12993	063-014066-EM	46	55	$426$ $1857$ $2594$ $151$ $979$ $150$ $233$ $5336$ $420$ $432$ $46$
164763361	12993	063-014066-EM	46	55	$426$ $1857$ $19$ $257$ $979$ $150$ $530$ $5336$ $420$ $432$ $46$
164763362	12597	063-009916-EM	8	51	$464$ $797$ $262$ $1292$ $117901$ $3871$ $262$ $120830$ $19402$ $3946$ $120831$ $19402$ $12325$ $30821$ $19402$ $111$ $783$ $432$ $43$ $1057$ $124$ $69775$ $128$ $120832$ $43$ $58$ $2841$ $92$ $797$ $232$ $3136$ $122$ $273$ $232$ $8494$ $382$ $46$
164763362	12597	063-009916-EM	8	51	$3655$ $56$ $797$ $262$ $1292$ $117901$ $3871$ $262$ $18830$ $2422$ $232$ $56$ $3136$ $122$ $273$ $232$ $56$ $8494$ $46$
164763363	14019	068-004632-EM	51	74	$602$ $233$ $387$ $859$ $233$ $119$ UNK $13849$ $1137$ $1259$ UNK $122$ $1225$ $16$ $354$ $419$ $1578$ $46$
164763363	14019	068-004632-EM	51	74	$602$ $233$ $56$ $387$ $859$ $233$ $56$ $119$ $1259$ $122$ $1225$ $132$ $16$ $354$ $419$ $43$ $515$ $1578$ $46$
164763364	13879	068-002247-EM	29	46	$26135$
164763364	13879	068-002247-EM	29	46	$2693$ $9437$ $232$ $39504$ $381$ $426$ $84$ $599$ $1673$ $2891$ $46$
164763365	12467	063-008476-EM	62	72	$1000$ $56$ $371$ $262$ $4344$ $4018$ $307$ $46$
164763365	12467	063-008476-EM	62	72	$9845$ $1000$ $4059$ $56$ $371$ $262$ $38$ $327$ $5815$ $56$ $1745$ $4344$ $4018$
164763366	12147	063-000478-EM	11	23	$1263$ $56$ $1244$ $1136$ $525$ $16$ $56$ $26923$ $122$ $18444$ $15566$ $132$ $464$ $16$ $2149$ $4324$ $387$ $46$
164763366	12147	063-000478-EM	11	23	$1263$ $122$ $829$ $56$ $1244$ $247$ $26923$ $122$ $18444$ $15566$ $84$ $525$ $16$ $171$ $760$ $46$
164763367	12198	063-001642-EM	9	27	$1225$ $56$ $1365$ $327$ $232$ $4946$ $1686$ $16$ $2501$ $230$ $95909$ $1515$ $46$
164763367	12198	063-001642-EM	9	27	$5471$ $56$ $1365$ $232$ $16503$ $16$ $26661$ $132$ $430$ $16$ $2502$ $230$ $95909$
164763368	12753	063-011577-EM	108	119	$3855$ $2152$ $56$ $2127$ $5$ $17877$ $1225$ $86$ $16$ $18$ $46$
164763368	12753	063-011577-EM	108	119	$1000$ $2127$ $16$ $18$ $642$ $4129$ $5$ $17877$ $46$
164763369	13860	068-001924-EM	326	343	$78351$ $8$ $89$ $43$ $94$ $1284$ $86$ $16$ $1218$ $4322$
164763369	13860	068-001924-EM	326	343	$163$ $8$ $165$ $89$ $1284$ $345$ $2776$ $16$ $56$ $931$ $5054$ $46$
164763370	11874	062-062516-EM	151	168	$9247$ $2120$ $665$ UNK $4384$ $2693$ $3149$ $519$ $262$ $16859$ $46$
164763370	11874	062-062516-EM	151	168	$57353$ $56$ $1406$ $132$ $2120$ $87$ $9920$ $46$
164763371	11974	062-063708-EM	27	41	$16019$ $746$ $82$ $1415$ $132$ $89$ $1623$ $20625$ $82$ $1952$ $95$ $15906$ $300$ $5478$ $84$ $56$ $57$ $46$
164763371	11974	062-063708-EM	27	41	$273$ $1415$ $746$ $122$ $1192$ $4344$ $57$ $15458$ $460$ $354$ $46$
164763372	12967	063-013803-EM	116	141	$1225$ $150$ $232$ $796$ $47313$ $3024$ $16$ $751$ $16$ $57$
164763372	12967	063-013803-EM	116	141	$1225$ $150$ $530$ $12057$ $5357$ $232$ $796$ $47313$ $3024$ $16$ $751$ $57$ $46$
164763373	13098	063-015676-EM	15	23	$37769$ $46$
164763373	13098	063-015676-EM	15	23	$251$ $184$ $3026$ $247$ $597$ $4319$ $1981$ $2427$ $46$
164763374	13170	063-016308-EM	91	102	$496$ $690$ $9264$ $247$ $12057$ $152$ $16$ $132$ $2127$ $16$ $2224$ $4385$ $56$ $5208$ $46$
164763374	13170	063-016308-EM	91	102	$496$ $690$ UNK $233$ $2125$ $3129$ $122$ $4385$ $5208$ $46$
164763375	12537	063-009400-EM	248	256	$37769$ $46$
164763375	12537	063-009400-EM	248	256	$251$ $18$ $690$ $124467$ $1246$ $262$ $12473$ $1335$ $46$
164763376	14084	068-006273-EM	30	39	$750$
164763376	14084	068-006273-EM	30	39	$750$
164763377	13210	063-016536-EM	8	13	$1225$ $2143$ $2217$ $419$ $86$ $87$ $421$ $16$ $569$ UNK
164763377	13210	063-016536-EM	8	13	$750$
164763378	13689	065-000374-EM	314	348	$750$
164763378	13689	065-000374-EM	314	348	$894$ $599$ $121$ $522$ $247$ $1210$ $89$ $599$ $1816$ $52$ $16$ $4129$ $14754$ $5420$
164763379	13000	063-014156-EM	53	64	$2047$ $1139$ $16$ $487$ $7408$ $232$ $304$ $143$ $460$ $20092$
164763379	13000	063-014156-EM	53	64	$2047$ $11134$ $460$ $20091$ $46$
164763380	12516	063-009187-EM	35	47	$2442$ $16$ $3606$ $1898$ $390$
164763380	12516	063-009187-EM	35	47	$750$
164763381	13612	063-021736-EM	66	77	$1225$ $16$ $1430$ $8485$ $5420$ $84$ $56$ $92723$
164763381	13612	063-021736-EM	66	77	$1225$ $1429$ $8485$ $5420$ $84$ $56$ $92723$ $46$
164763382	13045	063-014684-EM	42	53	$16190$ $433$ $1183$ $5502$ $370$ $7706$ $262$ $2239$ $815$
164763382	13045	063-014684-EM	42	53	$48425$ $159$ $369$ $7706$ $56$ $1183$ $247$ $433$ $1139$ $233$ $3149$ $1629$
164763383	14079	068-006220-EM	112	118	$1693$ $2239$ $61$ $530$ $56$ $1183$ $247$ $56$ $2229$ $366$ $46$
164763383	14079	068-006220-EM	112	118	$59$ $2239$ $61$ $530$ $2944$ $75100$
164763384	13926	068-002926-EM	21	31	$251$ $796$ $150$ $233$ $366$ $419$ $1672$ $7463$ $232$
164763384	13926	068-002926-EM	21	31	$251$ $796$ $150$ $419$ $369$ $7463$ $232$ $262$ $1424$ $366$ $46$
164763385	13613	063-021756-EM	57	68	$1263$ $17$ $2143$ $17$ $122$ $7777$ $56$ $433$ $89$ $1420$
164763385	13613	063-021756-EM	57	68	$1263$ $17$ $2143$ $122$ $7777$ $1097$ $9338$ $247$ $695$ $10773$ $3111$ $89$ $1420$ $46$
164763386	13991	068-004036-EM	11	33	$750$
164763386	13991	068-004036-EM	11	33	$750$
164763387	12008	062-063975-EM	7	19	$750$
164763387	12008	062-063975-EM	7	19	$251$ $2678$ $1329$ $3873$ $247$ $2268$ $3099$ $122$ $5163$ $46$
164763388	12003	062-063913-EM	47	56	$750$
164763388	12003	062-063913-EM	47	56	$4518$ $233$ $423$ $307$
164763389	13351	063-018116-EM	24	44	$285$ $84$ $19$ $233$ $579$ $665$ $1263$
164763389	13351	063-018116-EM	24	44	$578$ $15689$ $642$ $7$ $16$ $285$ $84$ $18$ $7$ $422$ $285$ $86$ $46$
164763390	12680	063-010757-EM	292	308	$1815$ $518$ $84$ $222$ $307$ $16$ $285$ $433$ $797$
164763390	12680	063-010757-EM	292	308	$14411$ $84$ $222$ $16$ $285$ $433$ $797$ $247$ UNK $17264$ $341$ $4995$ $420$ $46$
164763391	12174	063-001089-EM	270	288	$3729$ $246$ $56$ $2693$ $247$ $4821$
164763391	12174	063-001089-EM	270	288	$3729$ $246$ $2693$ $262$ $39084$ $665$ $117416$ $46$
164763392	12995	063-014105-EM	24	33	$2813$ $56$ $11134$ $18072$ $16$ $19$
164763392	12995	063-014105-EM	24	33	$2813$ $223$ $84$ $18$ $262$ $82$ $1187$ $4870$ $530$ $11134$ $18072$ $46$
164763393	13237	063-016746-EM	49	76	$4945$ $132$ $150$ $232$ $520$ $607$ $665$ $971$ $530$ $181$ $707$ $5094$ $2273$ $1335$ $1244$ $46$
164763393	13237	063-016746-EM	49	76	$2841$ $56$ $150$ $1136$ $56$ $57$ $1183$ $1244$ $5169$ $16$ $116$ $262$ $171$ $17$ $7729$ $122$ $3167$ $132$ $794$ $54$ $10757$ $3760$ $1244$ $11677$ $374$
164763394	13319	063-017784-EM	31	38	$4319$ $56$ $463$ $3129$ $233$ $335$ $463$ $1515$
164763394	13319	063-017784-EM	31	38	$4319$ $56$ $463$ UNK $46$
164763395	11972	062-063701-EM	20	30	$26135$ $46$
164763395	11972	062-063701-EM	20	30	$26135$
164763396	12922	063-013493-EM	12	52	$5471$ $1390$ $56$ $797$ $247$ $31028$ $14979$ $1243$ $262$ $3704$ $2843$ $132$ $58$ $1463$ $82$ $1745$ $16$ $12059$ $19588$ $4328$ $16$ $7269$ $46$
164763396	12922	063-013493-EM	12	52	$1225$ $56$ $2887$ $16$ $1391$ $1136$ $56$ $4384$ $1186$ $1244$ $262$ $612$
164763397	12335	063-007126-EM	17	36	$593$ $4878$ $122$ $1435$ $518$ $56$ $24394$ $122$ UNK $262$ $38924$ $16$ $56$ $424$ $46$
164763397	12335	063-007126-EM	17	36	$24644$ $518$ $56$ $24394$ $122$ $62266$ $262$ $38924$ $17$ $141$ $46$ $232$ $424$ $46$
164763398	12498	063-008999-EM	26	55	$1225$ $56$ $5159$ $1244$ $16$ $1267$
164763398	12498	063-008999-EM	26	55	$2458$ $56$ $1244$ $16$ $4896$ $122$ $1225$ $86$ $16$ $18$ $46$
164763399	11971	062-063678-EM	88	129	$1365$ $84$ $6770$ $262$ $602$ $233$ $519$
164763399	11971	062-063678-EM	88	129	$10255$ $84$ $6769$ $811$ $232$ $56$ $607$ $16$ $251$ $118$ $1688$ $247$ $419$ $50$ $94$ $3611$ $16$ $9199$ $132$ $82$ $86$ $87$ $233$ $56$ $1188$ $1210$ $122$ $7034$
164763400	13085	063-015514-EM	34	51	$2813$ $1578$ $2210$ $56$ $1415$ $16$ $21735$ $56$ $2143$ $7154$ $262$ $5192$ $17$ $3702$ $17$ $5081$ $122$ $13839$ $232$ $107$ $607$ $46$
164763400	13085	063-015514-EM	34	51	$137$ $2143$ $7154$ $262$ UNK $5192$ $17$ $3702$ $17$ $5081$ $122$ $13839$
164763401	12133	063-000184-EM	23	30	$3791$ $3035$ $16$ $285$ UNK $4102$ $46$
164763401	12133	063-000184-EM	23	30	$750$
164763402	13995	068-004122-EM	24	30	$59$ $599$ $61$ $530$ $519$ $84$ $7090$ $2230$ $136$
164763402	13995	068-004122-EM	24	30	$1693$ $2239$ $61$ $233$ $395$ $2229$ $420$ $1335$ $46$
164763403	13094	063-015656-EM	6	16	$750$
164763403	13094	063-015656-EM	6	16	$1609$ $2658$ $165$ $427$ $2695$ $5333$ $246$ $46$
164763404	14181	068-007673-EM	56	67	$1609$ $209$ $165$ $89$ $165$ $1505$ $486$ $262$ $364$ $46$
164763404	14181	068-007673-EM	56	67	$1609$ $209$ $165$ $89$ $2330$ $1505$ $486$ $46$
164763405	12377	063-007582-EM	9	21	$3655$ $136$ UNK $2827$ $56$ $486$ $140$ $1210$ $46$
164763405	12377	063-007582-EM	9	21	$3655$ $56$ $2041$ $1686$ $1244$ $247$ $707$ $4069$ $2827$ $56$ $486$ $140$ $1210$ $46$
164763406	12424	063-008224-EM	221	237	$15395$ $518$ $55476$ $262$ $56$ $10326$ $4168$ $16$ $56$ $1574$ $3807$ $46$
164763406	12424	063-008224-EM	221	237	$1881$ $518$ $55476$ $6358$ $262$ $1575$ $2484$ $4168$
164763407	13038	063-014468-EM	243	251	$2813$ $223$ $16$ $1941$ $530$ $75028$ $121234$ $46$
164763407	13038	063-014468-EM	243	251	$26135$
164763408	11828	062-061938-EM	92	99	$306$ $1266$ $8980$ $2841$ $233$ $13839$ $9369$ $110$ $6438$ $6$ $114037$ $46$
164763408	11828	062-061938-EM	92	99	$305$ $599$ $8980$ $2293$ $233$ $9369$ $110$ $6438$ $114037$ $46$
164763409	13524	063-020642-EM	27	36	$2442$ $16$ $251$ UNK $18802$ UNK $1578$ $46$
164763409	13524	063-020642-EM	27	36	$7156$ $16$ $251$ $18802$ $1578$ $46$
